dgf_resource_id,is_validated,title,description,topic,task,nb_lines,nb_features,target_variable,metric_type,metric_value,best_model,dgf_dataset_id,dgf_dataset_url,dgf_resource_url,automl_url,profile_url,dict_url,etalab_xp_url,external_xp_url,is_analyzed,score,public_interest,target_var_makes_sense,automl_makes_sense,openml_id
123e1c18-37e0-4147-ad65-768320387800,True,Liste des logements proposés en Airbnb sur Bordeaux ,"Ce dataset contient un recensement des caractéristiques des logements (prix par nuit, nombre de pièces, services disponibles etc.) proposés par Airbnb à Bordeaux.",Logement,Regression,5237,61,PrixNuitee,r2,0.656875,Ensemble,59d30e71b59508043ce9b939,https://www.data.gouv.fr/fr/datasets/liste-des-logements-proposes-en-airbnb-sur-bordeaux/,https://www.data.gouv.fr/fr/datasets/r/123e1c18-37e0-4147-ad65-768320387800,https://etalab-ia.github.io/open_ML/automodels/123e1c18-37e0-4147-ad65-768320387800/README.html,https://etalab-ia.github.io/open_ML/profilings/123e1c18-37e0-4147-ad65-768320387800.html,,https://etalab-ia.github.io/open_ML/notebooks_exp/experiment_airbnb.html,,True,,,,,
aa50b408-49f4-4608-97fd-dd8fb21ef239,True,Données carroyées issues du dispositif sur les revenus localisés fiscaux et sociaux,"Ces données proviennent du dispositif sur les revenus localisés sociaux et fiscaux (FiLoSoFi) et contiennent des variables sur la structure par âge des individus, sur les caractéristiques des ménages et des logements et sur les revenus de l’année 2015. Ici on se restreint au dataset correspondant à la France métropolitaine.",Démographie/Société,Regression,142921,31,Log_soc,r2,0.946354,Linear Regression,5d8e16106f44410332a79994,https://www.data.gouv.fr/en/datasets/donnees-carroyees-issues-du-dispositif-sur-les-revenus-localises-fiscaux-et-sociaux-filosofi/,https://www.insee.fr/fr/statistiques/fichier/4176281/Filosofi2015_carreaux_niveau_naturel_csv.zip,https://etalab-ia.github.io/open_ML/automodels/aa50b408-49f4-4608-97fd-dd8fb21ef239/README.html,https://etalab-ia.github.io/open_ML/profilings/aa50b408-49f4-4608-97fd-dd8fb21ef239.html,https://www.insee.fr/fr/statistiques/4176281?sommaire=4176305#dictionnaire,https://etalab-ia.github.io/open_ML/notebooks_exp/experiment_donnees_carr.html,,True,,,,,
6ff09b59-84ca-4346-a8d1-3587ed94da15,True,Emissions de CO2 et de polluants des véhicules commercialisés en France ,"Dans ce dataset, vous trouverez l’ensemble des caractéristiques techniques des véhicules commercialisés en France en 2013, ainsi que les consommations de carburant, les émissions de CO2 et les émissions des polluants de l’air.",Environnement,Regression,44850,26,CO2,r2,0.998739,Default_Xgboost,53ba4c07a3a729219b7bead3,https://www.data.gouv.fr/en/datasets/emissions-de-co2-et-de-polluants-des-vehicules-commercialises-en-france/,https://www.data.gouv.fr/fr/datasets/r/6ff09b59-84ca-4346-a8d1-3587ed94da15,https://etalab-ia.github.io/open_ML/automodels/6ff09b59-84ca-4346-a8d1-3587ed94da15/README.html,https://etalab-ia.github.io/open_ML/profilings/6ff09b59-84ca-4346-a8d1-3587ed94da15.html,https://www.data.gouv.fr/fr/datasets/r/e4ed13fe-a8c3-41fb-b9a6-73f73da6dc2b,https://etalab-ia.github.io/open_ML/notebooks_exp/experiment_emissions.html,,True,,,,,
6af37c98-0933-4ae4-8380-5f63212fb52a,True,Bases de données annuelles des accidents corporels de la circulation routière - Années de 2005 à 2019 ,"Ces datasets répertorient l’intégralité des accidents corporels de la circulation intervenus durant une année précise en France métropolitaine et dans les DOM-TOM. Ces datasets comprennent des informations de localisation de l’accident ainsi que des informations concernant les caractéristiques de l’accident et son lieu, les véhicules impliqués et leurs victimes. Ici nous avons choisi les données de 2019 et nous avons concaténé les datasets disponibles (caractéristique, lieux, véhicule, usager) dans un unique dataset.",Sécurité,Classification,253488,56,grav,accuracy,0.764817,Ensemble,53698f4ca3a729239d2036df,https://www.data.gouv.fr/en/datasets/bases-de-donnees-annuelles-des-accidents-corporels-de-la-circulation-routiere-annees-de-2005-a-2019/,https://www.data.gouv.fr/fr/datasets/r/e22ba475-45a3-46ac-a0f7-9ca9ed1e283a,https://etalab-ia.github.io/open_ML/automodels/6af37c98-0933-4ae4-8380-5f63212fb52a/README.html,https://etalab-ia.github.io/open_ML/profilings/6af37c98-0933-4ae4-8380-5f63212fb52a.html,https://www.data.gouv.fr/fr/datasets/r/6cade01c-f69d-4779-b0a4-20606069888f,https://etalab-ia.github.io/open_ML/notebooks_exp/experiment_accidents_routiers.html,,True,,,,,
c763b24a-a0fe-4e77-9586-3d5453c631cd,True,AGRIBALYSE - Synthèse ,AGRIBALYSE est une base de données de référence des indicateurs d’impacts environnementaux des produits agricoles produits en France et des produits alimentaires consommés en France. Dans ce dataset vous trouverez le recensement des caractéristiques de plusieurs aliments ainsi que les émissions de polluants qui leur sont associés.,Alimentation,Regression,2479,27,DQR - Note de qualité de la donnée (1 excellente ;  5 très faible),r2,0.710351,Ensemble,5f71f5eafb2c612abdd0e182,https://www.data.gouv.fr/en/datasets/agribalyse-r-detail-par-ingredient/,https://www.data.gouv.fr/fr/datasets/r/c763b24a-a0fe-4e77-9586-3d5453c631cd,https://etalab-ia.github.io/open_ML/automodels/c763b24a-a0fe-4e77-9586-3d5453c631cd/README.html,https://etalab-ia.github.io/open_ML/profilings/c763b24a-a0fe-4e77-9586-3d5453c631cd.html,https://data.ademe.fr/datasets/agribalyse-synthese,https://etalab-ia.github.io/open_ML/notebooks_exp/experiment_agrybalise.html,,True,,,,,
90a98de0-f562-4328-aa16-fe0dd1dca60f,True,Demande de valeurs foncières,"Publié et produit par la direction générale des finances publiques, ce dataset permet de connaître les transactions immobilières intervenues au cours des cinq dernières années sur le territoire métropolitain et les DOM-TOM. On se restreint ici aux données du premier trimetres de 2020.",Logement,Regression,827105,43,valeur fonciere,r2,0.339495,Decision Tree,5c4ae55a634f4117716d5656,https://www.data.gouv.fr/en/datasets/demandes-de-valeurs-foncieres/,https://www.data.gouv.fr/fr/datasets/r/90a98de0-f562-4328-aa16-fe0dd1dca60f,https://github.com/etalab-ia/open_ML/blob/main/docs/automodels/90a98de0-f562-4328-aa16-fe0dd1dca60f/README.md,https://etalab-ia.github.io/open_ML/profilings/90a98de0-f562-4328-aa16-fe0dd1dca60f.html,https://www.data.gouv.fr/fr/datasets/r/d573456c-76eb-4276-b91c-e6b9c89d6656,https://etalab-ia.github.io/open_ML/notebooks_exp/experiment_dvf.html,,True,,,,,
ce203343-6ed9-4fd3-b310-e553ae437f6d,True,Concentration horaire des polluants - Air ambiant - Lig’Air - Orléans Métropole,"Ce dataset contient les concentrations moyennes horaires des principaux polluants réglementés dans l’air sur la région Centre-Val de Loire: monoxyde d’azote NO et dioxyde d’azote NO2, particules en suspension PM10, particules en suspension PM2.5, ozone O3, monoxyde de carbone CO. ",Environnement,Regression,946,18,valeur,r2,0.834802,Ensemble,5f88e49399f1c9d2df7ce924,https://www.data.gouv.fr/en/datasets/concentrations-horaires-de-polluants-dans-lair-ambiant-issues-du-reseau-permanent-de-mesures-automatiques-en-region-centre-val-de-loire-2/,https://www.data.gouv.fr/fr/datasets/r/ce203343-6ed9-4fd3-b310-e553ae437f6d,https://etalab-ia.github.io/open_ML/automodels/AutoML_conc_poll_reg/README.html,https://etalab-ia.github.io/open_ML/profilings/ce203343-6ed9-4fd3-b310-e553ae437f6d.html,,https://etalab-ia.github.io/open_ML/notebooks_exp/experiment_concentration_poll.html,,True,,,,,
ce203343-6ed9-4fd3-b310-e553ae437f6d,True,Concentration horaire des polluants - Air ambiant - Lig’Air - Orléans Métropole,"Ce dataset contient les concentrations moyennes horaires des principaux polluants réglementés dans l’air sur la région Centre-Val de Loire: monoxyde d’azote NO et dioxyde d’azote NO2, particules en suspension PM10, particules en suspension PM2.5, ozone O3, monoxyde de carbone CO. ",Environnement,Classification,946,18,nom_poll,accuracy,0.605714,Ensemble,5f88e49399f1c9d2df7ce924,https://www.data.gouv.fr/en/datasets/concentrations-horaires-de-polluants-dans-lair-ambiant-issues-du-reseau-permanent-de-mesures-automatiques-en-region-centre-val-de-loire-2/,https://www.data.gouv.fr/fr/datasets/r/ce203343-6ed9-4fd3-b310-e553ae437f6d,https://etalab-ia.github.io/open_ML/automodels/AutoML_conc_poll_class/README.html,https://etalab-ia.github.io/open_ML/profilings/ce203343-6ed9-4fd3-b310-e553ae437f6d.html,,https://etalab-ia.github.io/open_ML/notebooks_exp/experiment_concentration_poll.html,,True,,,,,
fff0cc27-977b-40d5-9c11-f7e4e79a0b72,True,Résultats des contrôles officiels sanitaires : dispositif d’information « Alim’confiance »,"Ce dataset contient le résultat des contrôles officiels en sécurité sanitaire des aliments réalisés dans tous les établissements de la chaîne alimentaire : abattoirs, commerces de détail (métiers de bouche, restaurants, supermarchés, marchés, vente à la ferme, etc.), restaurants collectifs et établissements agroalimentaires.",Alimentation,Classification,29794,13,Synthese_eval_sanit,accuracy,0.6490019,Ensemble,5593aab9c751df35d8a453ba,https://www.data.gouv.fr/en/datasets/resultats-des-controles-officiels-sanitaires-dispositif-dinformation-alimconfiance/,https://www.data.gouv.fr/fr/datasets/r/fff0cc27-977b-40d5-9c11-f7e4e79a0b72,https://etalab-ia.github.io/open_ML/automodels/fff0cc27-977b-40d5-9c11-f7e4e79a0b72/README.html,https://etalab-ia.github.io/open_ML/profilings/fff0cc27-977b-40d5-9c11-f7e4e79a0b72.html,,https://etalab-ia.github.io/open_ML/notebooks_exp/experiment_alimconfiance.html,,True,,,,,
96f4164d-956d-4c1c-b161-68724eb0ccdc,True,Arbres urbains,"Ce jeu de données comprend des informations sur la localisation, l’espèce, les dimensions, les spécificités et l’état de santé du patrimoine arboré de la commune de Saint-Germain-en-Laye.",Environnement,Classification,709,57,classification_diagnostic,accuracy,0.901408,Ensemble,602e769382f6b01d4953b641,https://www.data.gouv.fr/fr/datasets/arbres-urbains/,https://www.data.gouv.fr/fr/datasets/r/96f4164d-956d-4c1c-b161-68724eb0ccdc,https://etalab-ia.github.io/open_ML/profilings/96f4164d-956d-4c1c-b161-68724eb0ccdc.html,https://etalab-ia.github.io/open_ML/profilings/96f4164d-956d-4c1c-b161-68724eb0ccdc.html,https://www.data.gouv.fr/fr/datasets/r/feced38e-ca55-43a0-983b-6db0e2632c02,https://etalab-ia.github.io/open_ML/notebooks_exp/experiment_arbres.html,,True,,,,,43014
1923a68d-21b8-457d-9aab-a959350bb9d8,False,Fréquentation Cars régionaux et TER des Pays de la Loire,,Undefined,Classification,3415,5,Type de ligne,logloss,0.050686529316699,Ensemble,5b4cd624b595080873d496f9,http://www.data.gouv.fr/fr/datasets/frequentation-cars-regionaux-et-ter-des-pays-de-la-loire/,https://Data.paysdelaloire.fr/explore/dataset/234400034_031-005_frequentation-cars-regionaux-et-ter-rpdl/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,https://etalab-ia.github.io/open_ML/automodels/1923a68d-21b8-457d-9aab-a959350bb9d8/automl_type-de-ligne/README.html,https://etalab-ia.github.io/open_ML/profilings/1923a68d-21b8-457d-9aab-a959350bb9d8_pandas_profile.html,,,,False,5.70756843475852,1,1,,
032a199f-a258-4766-8d72-3846ee38a72f,False,Réseau de collecte des eaux usées,,Undefined,Classification,35869,11,ECOUNORM,logloss,0.028557883098497,3_Default_Xgboost,5e32231206e3e708b6320bb0,http://www.data.gouv.fr/fr/datasets/reseau-de-collecte-des-eaux-usees-1/,https://paysdelaloire.opendatasoft.com/explore/dataset/reseau-de-collecte-des-eaux-usees/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,https://etalab-ia.github.io/open_ML/automodels/032a199f-a258-4766-8d72-3846ee38a72f/automl_ecounorm/README.html,https://etalab-ia.github.io/open_ML/profilings/032a199f-a258-4766-8d72-3846ee38a72f_pandas_profile.html,,,,False,5.17101725965327,1,1,,
86c8768c-4bdd-4fa7-810a-8e021bf71481,False,Budget Primitif - Angers - 2018,,Undefined,Classification,2095,14,Entité financière,logloss,0.017125907982908,Ensemble,5e3223019ce2e7435bf7fb99,http://www.data.gouv.fr/fr/datasets/budget-primitif-angers-2018-1/,https://paysdelaloire.opendatasoft.com/explore/dataset/budget-primitif-angers-2018/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,https://etalab-ia.github.io/open_ML/automodels/86c8768c-4bdd-4fa7-810a-8e021bf71481/automl_entite-financiere/README.html,https://etalab-ia.github.io/open_ML/profilings/86c8768c-4bdd-4fa7-810a-8e021bf71481_pandas_profile.html,,,,False,4.87477263853235,1,1,,
795ec436-6cfd-4cd9-a090-dd62f9838653,False,Effectifs des personnels des écoles du 1er degré et des établissements du 2nd degré en activité dans leur affectation principale,,Undefined,Classification,688792,18,Secteur d'enseignement,logloss,0.095700595786192,3_Default_Xgboost,5889d040a3a72974cbf0d5b4,http://www.data.gouv.fr/fr/datasets/effectifs-des-personnels-des-ecoles-du-1er-degre-et-des-etablissements-du-2nd-degre-en-activite-dans-leur-affectation-principale/,https://data.education.gouv.fr/explore/dataset/fr-en-effectifs-des-personnels-des-ecoles-et-etablissements-du-2nd-degre/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,https://etalab-ia.github.io/open_ML/automodels/795ec436-6cfd-4cd9-a090-dd62f9838653/automl_secteur-denseignement/README.html,https://etalab-ia.github.io/open_ML/profilings/795ec436-6cfd-4cd9-a090-dd62f9838653_pandas_profile.html,,,,False,4.84289745941655,1,1,,
595f1dad-edfc-416c-9c28-6b3af4536301,False,Europe - Opérations en Pays de la Loire | FEDER - FSE,,Undefined,Classification,587,34,Objectif thématique - Libellé,logloss,0.011951400671436,4_Default_Xgboost,5b4cd62bb595080a07d496c9,http://www.data.gouv.fr/fr/datasets/europe-operations-en-pays-de-la-loire-feder-fse/,https://paysdelaloire.opendatasoft.com/explore/dataset/234400034_024-001_fonds_europeens/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,https://etalab-ia.github.io/open_ML/automodels/595f1dad-edfc-416c-9c28-6b3af4536301/automl_objectif-thematique-libelle/README.html,https://etalab-ia.github.io/open_ML/profilings/595f1dad-edfc-416c-9c28-6b3af4536301_pandas_profile.html,,,,False,4.17387673216782,1,1,,
c4be7487-83eb-4d1c-a4aa-604ad43a8cfe,False,Budget 2017 - Région des Pays de la Loire - Crédits de paiement,,Undefined,Classification,396,12,Section,logloss,0.180462566356249,Ensemble,5bbe9ef906e3e76eb65aef6c,http://www.data.gouv.fr/fr/datasets/budget-2017-region-des-pays-de-la-loire-credits-de-paiement-3/,https://paysdelaloire.opendatasoft.com/explore/dataset/234400034_003-002_credits-de-paiement-2017/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,https://etalab-ia.github.io/open_ML/automodels/c4be7487-83eb-4d1c-a4aa-604ad43a8cfe/automl_section/README.html,https://etalab-ia.github.io/open_ML/profilings/c4be7487-83eb-4d1c-a4aa-604ad43a8cfe_pandas_profile.html,,,,False,3.93485811065519,1,1,,
5bb5a8b8-6b71-4a9a-8db5-98540e8a51a7,False,Budget Primitif - 2017 - Angers Loire Métropole,,Undefined,Classification,1936,13,Mode de gestion,logloss,0.197438246696243,4_Default_Xgboost,5e3221e106e3e70513320bab,http://www.data.gouv.fr/fr/datasets/budget-primitif-2017-angers-loire-metropole-1/,https://paysdelaloire.opendatasoft.com/explore/dataset/budget-primitif-2017-angers-loire-metropole/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,https://etalab-ia.github.io/open_ML/automodels/5bb5a8b8-6b71-4a9a-8db5-98540e8a51a7/automl_mode-de-gestion/README.html,https://etalab-ia.github.io/open_ML/profilings/5bb5a8b8-6b71-4a9a-8db5-98540e8a51a7_pandas_profile.html,,,,False,3.64144723864427,1,1,,
ee24992d-055b-4d51-85ae-7acbc4607d8d,False,Qualité de l'air - Indice ATMO - Pays de la Loire 2005 à 2017,,Undefined,Classification,33236,12,INDICE_QUALITE_AIR,logloss,0.023346743538031,3_Default_Xgboost,5b4cdb64b595081059d496d6,http://www.data.gouv.fr/fr/datasets/qualite-de-lair-indice-atmo-pays-de-la-loire-2005-a-2017/,https://paysdelaloire.opendatasoft.com/explore/dataset/234400034_071-001_qualite-de-lair-indice-atmo-pays-de-la-loire-2017/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,https://etalab-ia.github.io/open_ML/automodels/ee24992d-055b-4d51-85ae-7acbc4607d8d/automl_indice_qualite_air/README.html,https://etalab-ia.github.io/open_ML/profilings/ee24992d-055b-4d51-85ae-7acbc4607d8d_pandas_profile.html,,,,False,3.53768549884667,1,1,,
e7976a5b-294b-4715-9e46-079e6967850c,False,Localisation des regards de visite des eaux usées,,Undefined,Classification,33731,9,MATERIAU,logloss,0.052690210490084,3_Default_Xgboost,5e3221e106e3e70513320baa,http://www.data.gouv.fr/fr/datasets/localisation-des-regards-de-visite-des-eaux-usees-1/,https://paysdelaloire.opendatasoft.com/explore/dataset/localisation-des-regards-de-visite-des-eaux-usees/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,https://etalab-ia.github.io/open_ML/automodels/e7976a5b-294b-4715-9e46-079e6967850c/automl_materiau/README.html,https://etalab-ia.github.io/open_ML/profilings/e7976a5b-294b-4715-9e46-079e6967850c_pandas_profile.html,,,,False,3.46652015989754,1,1,,
f054997e-fdc7-4a99-bd58-43d4382c5fdf,False,Qualité des eaux en Pays de la Loire - Vendée,,Undefined,Classification,120677,53,Support,logloss,1.00000050002909E-06,2_DecisionTree,5e32238fdee7e71547f5c908,http://www.data.gouv.fr/fr/datasets/qualite-des-eaux-en-pays-de-la-loire-vendee/,https://paysdelaloire.opendatasoft.com/explore/dataset/18450301900087_qualite-des-eaux-en-pays-de-la-loire-vendee/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,https://etalab-ia.github.io/open_ML/automodels/f054997e-fdc7-4a99-bd58-43d4382c5fdf/automl_support/README.html,https://etalab-ia.github.io/open_ML/profilings/f054997e-fdc7-4a99-bd58-43d4382c5fdf_pandas_profile.html,,,,False,3.26635942714527,1,1,,
663a767d-6942-4972-977c-6b3d7f2e249c,False,Qualité des eaux en Pays de la Loire - Maine-et-Loire,,Undefined,Classification,126980,53,Statut résultat,logloss,1.9999999999894E-06,2_DecisionTree,5e32220ddee7e71333f5c8fe,http://www.data.gouv.fr/fr/datasets/qualite-des-eaux-en-pays-de-la-loire-maine-et-loire/,https://paysdelaloire.opendatasoft.com/explore/dataset/18450301900087_qualite-des-eaux-en-pays-de-la-loire-maine-et-loire/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,https://etalab-ia.github.io/open_ML/automodels/663a767d-6942-4972-977c-6b3d7f2e249c/automl_statut-resultat/README.html,https://etalab-ia.github.io/open_ML/profilings/663a767d-6942-4972-977c-6b3d7f2e249c_pandas_profile.html,,,,False,3.23465957508853,1,1,,
4e0e0be1-4cc8-42b9-82ec-d95f1a9fd9b6,False,Qualité des eaux en Pays de la Loire - Sarthe,,Undefined,Classification,120099,53,Méthode extraction,logloss,2.99999849989085E-06,2_DecisionTree,5e322391dee7e71547f5c90a,http://www.data.gouv.fr/fr/datasets/qualite-des-eaux-en-pays-de-la-loire-sarthe/,https://paysdelaloire.opendatasoft.com/explore/dataset/18450301900087_qualite-des-eaux-en-pays-de-la-loire-sarthe/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,https://etalab-ia.github.io/open_ML/automodels/4e0e0be1-4cc8-42b9-82ec-d95f1a9fd9b6/automl_methode-extraction/README.html,https://etalab-ia.github.io/open_ML/profilings/4e0e0be1-4cc8-42b9-82ec-d95f1a9fd9b6_pandas_profile.html,,,,False,3.18776903305023,1,1,,
3a361ffe-f14c-423f-862a-3741f19ffd83,False,Index des délibérations et décisions d'Angers Loire Métropole,,Undefined,Classification,19885,12,Type,logloss,0.176032803307415,3_Default_Xgboost,5e3221e6dee7e71333f5c8f0,http://www.data.gouv.fr/fr/datasets/index-des-deliberations-et-decisions-dangers-loire-metropole-1/,https://paysdelaloire.opendatasoft.com/explore/dataset/iindex-des-deliberations-et-decisions-dangers-loire-metropole/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,https://etalab-ia.github.io/open_ML/automodels/3a361ffe-f14c-423f-862a-3741f19ffd83/automl_type/README.html,https://etalab-ia.github.io/open_ML/profilings/3a361ffe-f14c-423f-862a-3741f19ffd83_pandas_profile.html,,,,False,3.16312380355557,1,1,,
bdaa5ae3-8a79-474e-af42-a5d76bc76123,False,Qualité des eaux en Pays de la Loire - Mayenne,,Undefined,Classification,120539,53,Insitu Analyse,logloss,1.9999999999894E-06,2_DecisionTree,5e32235cdee7e71547f5c8f7,http://www.data.gouv.fr/fr/datasets/qualite-des-eaux-en-pays-de-la-loire-mayenne/,https://paysdelaloire.opendatasoft.com/explore/dataset/18450301900087_qualite-des-eaux-en-pays-de-la-loire-mayenne/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,https://etalab-ia.github.io/open_ML/automodels/bdaa5ae3-8a79-474e-af42-a5d76bc76123/automl_insitu-analyse/README.html,https://etalab-ia.github.io/open_ML/profilings/bdaa5ae3-8a79-474e-af42-a5d76bc76123_pandas_profile.html,,,,False,3.14222446654781,1,1,,
c27fb866-7347-418a-a216-09d3c5770bd5,False,Horaires des écoles élémentaires et primaires en Pays de la Loire,,Undefined,Classification,2834,35,MULTI_RYTHME,logloss,0.152802150784863,Ensemble,5e32233c06e3e708b6320bb5,http://www.data.gouv.fr/fr/datasets/horaires-des-ecoles-elementaires-et-primaires-en-pays-de-la-loire/,https://paysdelaloire.opendatasoft.com/explore/dataset/234400034_organisation-du-temps-scolaire/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,https://etalab-ia.github.io/open_ML/automodels/c27fb866-7347-418a-a216-09d3c5770bd5/automl_multi_rythme/README.html,https://etalab-ia.github.io/open_ML/profilings/c27fb866-7347-418a-a216-09d3c5770bd5_pandas_profile.html,,,,False,3.05558833242353,1,1,,
8730de77-78ef-4980-bfec-0a84623ffaa1,False,( ICPE ) Installations classées pour la protection de l'environnement en Pays de la Loire,,Undefined,Classification,22318,22,seveso,logloss,0.012837435049421,Ensemble,5e32225edee7e71341f5c8f0,http://www.data.gouv.fr/fr/datasets/icpe-installations-classees-pour-la-protection-de-lenvironnement-en-pays-de-la-loire-1/,https://paysdelaloire.opendatasoft.com/explore/dataset/234400034_icpe-installations-classees-pour-la-protection-de-lenvironnement-en-pa/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,https://etalab-ia.github.io/open_ML/automodels/8730de77-78ef-4980-bfec-0a84623ffaa1/automl_seveso/README.html,https://etalab-ia.github.io/open_ML/profilings/8730de77-78ef-4980-bfec-0a84623ffaa1_pandas_profile.html,,,,False,2.70179754365965,1,1,,
f4167e11-0e43-4bc2-8725-9a0ea9d91eee,False,Budget 2018 - Région des Pays de la Loire - Crédits de paiement,,Undefined,Classification,405,10,Section,logloss,0.587665951121448,Ensemble,5bb6ae089ce2e773dc2456a5,http://www.data.gouv.fr/fr/datasets/budget-2018-region-des-pays-de-la-loire-credits-de-paiement/,https://Data.paysdelaloire.fr/explore/dataset/234400034_003-002_budget-2018-credits-de-paiement-bp/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,https://etalab-ia.github.io/open_ML/automodels/f4167e11-0e43-4bc2-8725-9a0ea9d91eee/automl_section/README.html,https://etalab-ia.github.io/open_ML/profilings/f4167e11-0e43-4bc2-8725-9a0ea9d91eee_pandas_profile.html,,,,False,2.65745567488416,1,1,,
